,age,workclass,fnlwgt
31941,62, Self-emp-not-inc,26857
31942,25, Local-gov,192321
31943,24, Private,88095
31944,44, Private,144067
31945,32, Private,124187
31946,49, Private,123681
31947,68, Private,145638
31948,25, Private,130513
31949,47, Federal-gov,197038
31950,35, Private,189092
31951,37, Self-emp-not-inc,198841
31952,57, Private,317969
31953,37, Private,103121
31954,34, Private,111589
31955,46, Local-gov,267952
31956,21, Private,63899
31957,26, Private,473625
31958,45, Private,187901
31959,17, Private,24090
31960,36, Self-emp-inc,102729
31961,33, Private,91666
31962,27, Private,215873
31963,32, Private,152109
31964,24, Private,175586
31965,37, Private,232614
31966,53, State-gov,229465
31967,44, Private,147110
31968,43, Local-gov,161240
31969,29, Private,358124
31970,47, Private,222529
31971,37, Self-emp-not-inc,338320
31972,43, Self-emp-inc,62026
31973,23, Private,263886
31974,50, Private,310774
31975,25, Private,98155
31976,40, Private,259307
31977,39, Private,358753
31978,41, Private,29762
31979,32, Private,202729
31980,19, Private,28790
31981,26, Private,53209
31982,30, Local-gov,169020
31983,34, Private,127195
31984,41, Private,211731
31985,42, Self-emp-not-inc,126614
31986,45, Private,259463
31987,22, Private,228411
31988,25, Private,117827
31989,22, Federal-gov,57216
31990,46, State-gov,250821
31991,48, Self-emp-inc,88564
31992,45, Private,172822
31993,19, Private,251579
31994,31, Private,118399
31995,30, Self-emp-inc,178383
31996,40, Self-emp-not-inc,170866
31997,60, ?,268954
31998,52, ?,89951
31999,22, Private,203894
32000,25, Private,237065
32001,51, Local-gov,108435
32002,32, Private,93213
32003,51, Self-emp-inc,231230
32004,42, Private,386175
32005,39, Private,128392
32006,24, Private,223515
32007,52, Private,208630
32008,58, ?,97969
32009,43, Private,174295
32010,31, Private,60229
32011,28, Private,66095
32012,31, Federal-gov,130057
32013,61, Private,179743
32014,26, Private,192022
32015,46, Private,45288
32016,62, ?,178764
32017,50, Private,99476
32018,18, Private,41973
32019,23, Private,162228
32020,21, Private,211968
32021,46, Private,211226
32022,38, Private,33397
32023,53, Private,120839
32024,53, Private,36327
32025,50, Private,139703
32026,26, Private,107827
32027,46, Local-gov,140219
32028,44, Local-gov,203761
32029,36, Local-gov,114719
32030,20, Private,344394
32031,35, Private,195516
32032,40, State-gov,31627
32033,70, Private,174032
32034,57, Private,226875
32035,40, Private,566537
32036,18, Private,36162
32037,45, Self-emp-not-inc,31478
32038,52, Private,294991
32039,24, ?,108495
32040,42, Self-emp-inc,161532
32041,28, Local-gov,332249
32042,32, Private,268147
32043,56, Federal-gov,317847
32044,44, Private,52028
32045,20, Private,184045
32046,32, Private,206609
32047,59, Private,152968
32048,21, Private,213015
32049,32, Private,313835
32050,49, Private,66385
32051,22, Private,205940
32052,51, Self-emp-inc,260938
32053,33, Private,60567
32054,23, Private,335067
32055,34, Private,331126
32056,53, Private,156612
32057,44, Private,188436
32058,60, Private,227468
32059,55, Private,183580
32060,57, Self-emp-not-inc,50990
32061,59, Private,384246
32062,26, ?,375313
32063,30, Private,176410
32064,49, Private,93639
32065,45, Private,30289
32066,29, Self-emp-inc,124950
32067,37, Self-emp-not-inc,126675
32068,21, Private,145964
32069,36, State-gov,345712
32070,18, ?,97474
32071,37, Private,180342
32072,19, Private,167087
32073,65, ?,192825
32074,30, Private,318749
32075,27, ?,147638
32076,59, Federal-gov,293971
32077,32, Private,229566
32078,25, Private,242464
32079,40, Private,111067
32080,21, ?,155697
32081,49, Local-gov,106554
32082,49, Private,23776
32083,51, ?,43909
32084,48, Private,105808
32085,42, Private,169995
32086,53, Private,141388
32087,29, Self-emp-not-inc,241431
32088,21, ?,78374
32089,54, Self-emp-not-inc,158948
32090,66, Private,115498
32091,34, Private,272411
32092,39, Private,30529
32093,62, ?,263374
32094,30, Private,190228
32095,27, Private,126060
32096,25, Private,391192
32097,26, Private,214069
32098,45, Private,170871
32099,55, Private,118993
32100,26, Private,245880
32101,45, Private,174794
32102,61, Local-gov,153408
32103,34, ?,330301
32104,26, Private,385278
32105,44, Federal-gov,38434
32106,45, Self-emp-not-inc,111679
32107,55, Private,168956
32108,20, Private,86143
32109,48, Private,99835
32110,33, Private,263561
32111,44, Private,118536
32112,32, Self-emp-inc,209691
32113,54, Private,123374
32114,40, Private,137225
32115,29, Private,119359
32116,56, Private,134153
32117,47, Private,121124
32118,22, Private,147655
32119,46, Private,165138
32120,24, Federal-gov,312017
32121,37, Private,272950
32122,49, Private,259323
32123,44, Federal-gov,281739
32124,21, Private,119156
32125,55, Private,165881
32126,23, State-gov,136075
32127,50, Private,187465
32128,44, Private,328561
32129,48, Private,350440
32130,38, Self-emp-not-inc,109133
32131,48, Private,109814
32132,39, Private,86643
32133,52, Federal-gov,154521
32134,63, Private,45912
32135,48, Private,175070
32136,37, Private,338033
32137,26, State-gov,158963
32138,50, Self-emp-inc,121441
32139,47, Self-emp-not-inc,242391
32140,19, Private,119964
32141,34, Private,193344
32142,29, Local-gov,45554
32143,33, Private,249716
32144,53, Private,58985
32145,24, Private,456367
32146,39, Private,117381
32147,50, Self-emp-not-inc,240922
32148,31, Private,226443
32149,22, Private,364342
32150,42, Local-gov,101593
32151,23, Private,267471
32152,22, Private,186849
32153,65, Private,174603
32154,34, Private,115040
32155,23, Private,142766
32156,38, Private,59660
32157,45, Self-emp-not-inc,49595
32158,19, Private,127491
32159,46, Private,155933
32160,23, Private,122272
32161,37, Private,143771
32162,59, Private,91384
32163,36, State-gov,135874
32164,35, Private,207066
32165,51, Private,172493
32166,42, Local-gov,189956
32167,35, Private,106967
32168,20, Private,200153
32169,25, Private,149943
32170,41, Private,151736
32171,40, Private,67852
32172,36, Private,54229
32173,34, Self-emp-inc,154120
32174,44, Self-emp-not-inc,157217
32175,31, Federal-gov,381645
32176,41, Local-gov,160785
32177,43, Private,133584
32178,43, Private,170230
32179,58, Private,250206
32180,19, Private,128363
32181,43, Local-gov,163434
32182,50, Private,195690
32183,44, Self-emp-inc,138991
32184,46, Private,118419
32185,52, Self-emp-not-inc,185407
32186,52, Self-emp-not-inc,283079
32187,18, Private,119655
32188,29, Private,153416
32189,19, ?,204868
32190,34, Private,220362
32191,23, Local-gov,203078
32192,64, State-gov,104361
32193,68, Private,274096
32194,42, State-gov,455553
32195,41, Private,112283
32196,41, Self-emp-inc,64506
32197,22, State-gov,24395
32198,67, Self-emp-inc,182581
32199,27, Private,100669
32200,25, Private,178025
32201,49, ?,113913
32202,28, Private,55191
32203,51, Federal-gov,223206
32204,23, Local-gov,162551
32205,19, Private,693066
32206,72, ?,96867
32207,33, Private,256362
32208,53, Private,539864
32209,35, Private,241153
32210,31, Private,284395
32211,18, Private,180039
32212,45, Private,178416
32213,28, Private,175710
32214,22, Local-gov,164775
32215,55, Private,176897
32216,45, Private,265097
32217,22, Private,193090
32218,37, Private,186009
32219,28, Private,175262
32220,19, Private,109928
32221,37, Self-emp-not-inc,162834
32222,50, Private,177896
32223,31, Private,181372
32224,40, Private,70645
32225,51, Private,128272
32226,56, Private,106723
32227,21, Private,122348
32228,40, Private,177905
32229,22, Private,254547
32230,47, Self-emp-inc,102308
32231,44, Private,33105
32232,30, Private,215441
32233,44, Local-gov,197919
32234,41, Private,206139
32235,47, Private,117849
32236,26, Private,323044
32237,34, Private,90415
32238,47, Private,294913
32239,36, Private,127573
32240,21, Private,180190
32241,45, State-gov,231013
32242,33, Private,356015
32243,33, Private,198069
32244,58, Self-emp-not-inc,99141
32245,31, Private,188246
32246,32, Self-emp-not-inc,116508
32247,44, Federal-gov,38434
32248,24, Private,128477
32249,35, Private,91839
32250,43, Private,409922
32251,49, Private,185041
32252,37, Self-emp-not-inc,103925
32253,42, Self-emp-not-inc,34037
32254,31, Private,251659
32255,19, Private,57145
32256,41, Private,182108
32257,51, Self-emp-inc,213296
32258,51, Self-emp-inc,28765
32259,63, Private,37792
32260,39, Federal-gov,232036
32261,30, Private,33678
32262,62, Without-pay,159908
32263,27, Private,176761
32264,32, Private,260954
32265,37, Local-gov,180342
32266,47, Local-gov,324791
32267,31, Private,183801
32268,42, Private,204235
32269,37, Private,249720
32270,60, Private,127084
32271,42, Local-gov,201495
32272,38, Private,447346
32273,24, Private,206008
32274,34, Private,286020
32275,20, ?,99891
32276,29, Local-gov,169544
32277,90, Private,313749
32278,55, Private,89182
32279,36, Private,258102
32280,49, Private,255466
32281,50, Private,38795
32282,17, Private,311907
32283,54, Private,171924
32284,26, Private,164488
32285,44, Private,297991
32286,28, Private,478315
32287,54, Local-gov,34832
32288,21, Private,67804
32289,24, Private,34568
32290,31, Private,47151
32291,59, ?,120617
32292,41, Private,318046
32293,29, Private,363963
32294,50, Private,92811
32295,32, Private,33678
32296,42, Private,66118
32297,47, Private,160474
32298,44, Private,159960
32299,49, Private,242987
32300,61, Private,232719
32301,65, Local-gov,103153
32302,45, Local-gov,162187
32303,59, Private,207391
32304,30, Never-worked,176673
32305,34, Private,356882
32306,24, Private,427686
32307,42, Self-emp-inc,191196
32308,37, Private,377798
32309,36, Private,43712
32310,21, ?,205939
32311,54, Private,161691
32312,34, Private,346034
32313,41, Private,144460
32314,18, Never-worked,153663
32315,26, Private,262617
32316,23, Federal-gov,173851
32317,63, ?,126540
32318,34, Private,117963
32319,54, Private,219737
32320,37, Private,328466
32321,54, State-gov,138852
32322,22, Local-gov,195532
32323,32, Private,188246
32324,42, State-gov,138162
32325,31, State-gov,110714
32326,48, Private,123075
32327,28, Private,330466
32328,31, Private,254304
32329,28, Private,435842
32330,24, Private,118657
32331,50, Private,278188
32332,26, Private,233777
32333,37, Self-emp-inc,328466
32334,24, Private,176580
32335,18, ?,156608
32336,32, Private,172415
32337,23, Private,194951
32338,33, Local-gov,318921
32339,49, Private,189462
32340,75, Self-emp-not-inc,192813
32341,74, Self-emp-not-inc,199136
32342,26, Private,156805
32343,66, ?,93318
32344,34, Private,121966
32345,18, Private,347336
32346,33, Private,205950
32347,36, State-gov,212143
32348,44, Private,187821
32349,36, Private,250807
32350,53, Private,291755
32351,60, Private,36077
32352,28, Private,119793
32353,36, Private,184655
32354,35, Private,162256
32355,45, Self-emp-not-inc,204405
32356,23, Private,133355
32357,35, Private,89559
32358,34, Private,115066
32359,46, Private,139514
32360,58, State-gov,200316
32361,55, Local-gov,166502
32362,63, Private,226422
32363,41, Self-emp-not-inc,251305
32364,45, Private,190482
32365,41, Private,122215
32366,42, Private,248356
32367,90, Local-gov,214594
32368,41, Private,220460
32369,22, Private,174043
32370,53, Self-emp-not-inc,137547
32371,49, Self-emp-not-inc,111959
32372,51, Private,40641
32373,22, Private,205940
32374,23, Private,265077
32375,59, Private,395736
32376,40, Private,306225
32377,28, Private,180299
32378,39, Private,214896
32379,25, Private,273792
32380,48, State-gov,224474
32381,62, Private,271431
32382,44, Local-gov,150171
32383,28, Federal-gov,381789
32384,62, Private,170984
32385,32, Private,108256
32386,59, Federal-gov,23789
32387,20, Private,176321
32388,40, Private,260425
32389,47, Private,248059
32390,60, Private,56248
32391,55, Private,199763
32392,18, Private,200047
32393,43, Private,191712
32394,31, Self-emp-not-inc,156033
32395,22, Private,173736
32396,56, Private,135458
32397,41, Private,185660
32398,24, Private,222005
32399,42, Private,161510
32400,53, Local-gov,186303
32401,52, Local-gov,143533
32402,42, Private,288154
32403,48, Private,325372
32404,35, Private,379959
32405,33, Private,168387
32406,20, Private,234640
32407,33, Private,232475
32408,30, Private,205152
32409,31, Private,112115
32410,29, Private,183854
32411,26, Private,164386
32412,61, Private,149620
32413,45, Private,199590
32414,29, Private,83742
32415,57, Self-emp-not-inc,65080
32416,33, Private,191335
32417,20, Private,227778
32418,26, Private,48280
32419,36, Private,66304
32420,23, Private,45834
32421,31, Private,298995
32422,47, Private,161950
32423,61, Private,98776
32424,35, Private,102268
32425,23, Private,180771
32426,20, ?,203992
32427,41, Private,206878
32428,39, Federal-gov,110622
32429,51, Local-gov,203334
32430,61, Self-emp-not-inc,50483
32431,51, Private,274502
32432,36, Private,208068
32433,41, Self-emp-not-inc,168098
32434,34, Private,213307
32435,25, Private,175128
32436,37, Private,40955
32437,19, Private,60890
32438,66, Self-emp-not-inc,102686
32439,23, Private,190273
32440,30, Self-emp-not-inc,176185
32441,53, Private,304504
32442,25, Private,390657
32443,18, Private,41381
32444,51, Private,101432
32445,61, Private,190682
32446,53, Private,158993
32447,17, Private,117798
32448,61, Private,137554
32449,44, Self-emp-inc,71556
32450,38, Private,257416
32451,40, Private,195617
32452,32, Private,236318
32453,46, Private,42251
32454,50, Private,257933
32455,36, Self-emp-not-inc,109133
32456,30, Self-emp-not-inc,261943
32457,33, Private,139057
32458,36, Private,237943
32459,85, Private,98611
32460,62, Private,128092
32461,24, Private,284317
32462,48, Self-emp-inc,185041
32463,58, Local-gov,223214
32464,45, Self-emp-inc,173664
32465,66, Private,269665
32466,37, Private,121521
32467,55, Private,199713
32468,39, Self-emp-not-inc,193689
32469,58, Self-emp-inc,181974
32470,50, Private,485710
32471,28, Private,185647
32472,34, Private,30673
32473,41, Federal-gov,160467
32474,36, Private,186819
32475,22, Private,67234
32476,35, Private,30673
32477,49, ?,114648
32478,21, Private,182117
32479,64, State-gov,222966
32480,41, Private,201495
32481,52, Private,301229
32482,32, Private,157747
